Province/State,Country/Region,Lat,Long,codigo,confirmados,fallecidos,fecha,recuperado
,Afghanistan,33.0,65.0,Afghanistannan26-02-2020,0.0,0.0,26-02-2020,0.0
,Afghanistan,33.0,65.0,Afghanistannan27-02-2020,0.0,0.0,27-02-2020,0.0
,Afghanistan,33.0,65.0,Afghanistannan28-02-2020,0.0,0.0,28-02-2020,0.0
,Afghanistan,33.0,65.0,Afghanistannan29-02-2020,0.0,0.0,29-02-2020,0.0
,Afghanistan,33.0,65.0,Afghanistannan01-03-2020,0.0,0.0,01-03-2020,0.0
,Afghanistan,33.0,65.0,Afghanistannan02-03-2020,0.0,0.0,02-03-2020,0.0
,Afghanistan,33.0,65.0,Afghanistannan03-03-2020,0.0,0.0,03-03-2020,0.0
,Afghanistan,33.0,65.0,Afghanistannan04-03-2020,0.0,0.0,04-03-2020,0.0
,Afghanistan,33.0,65.0,Afghanistannan05-03-2020,0.0,0.0,05-03-2020,0.0
,Afghanistan,33.0,65.0,Afghanistannan06-03-2020,0.0,0.0,06-03-2020,0.0
,Afghanistan,33.0,65.0,Afghanistannan07-03-2020,0.0,0.0,07-03-2020,0.0
,Afghanistan,33.0,65.0,Afghanistannan08-03-2020,3.0,0.0,08-03-2020,0.0
,Afghanistan,33.0,65.0,Afghanistannan09-03-2020,0.0,0.0,09-03-2020,0.0
,Afghanistan,33.0,65.0,Afghanistannan10-03-2020,1.0,0.0,10-03-2020,0.0
,Afghanistan,33.0,65.0,Afghanistannan11-03-2020,2.0,0.0,11-03-2020,0.0
,Afghanistan,33.0,65.0,Afghanistannan12-03-2020,0.0,0.0,12-03-2020,0.0
,Afghanistan,33.0,65.0,Afghanistannan13-03-2020,0.0,0.0,13-03-2020,0.0
,Afghanistan,33.0,65.0,Afghanistannan14-03-2020,4.0,0.0,14-03-2020,0.0
,Afghanistan,33.0,65.0,Afghanistannan15-03-2020,5.0,0.0,15-03-2020,0.0
,Afghanistan,33.0,65.0,Afghanistannan16-03-2020,5.0,0.0,16-03-2020,1.0
,Afghanistan,33.0,65.0,Afghanistannan17-03-2020,1.0,0.0,17-03-2020,0.0
,Afghanistan,33.0,65.0,Afghanistannan18-03-2020,0.0,0.0,18-03-2020,0.0
,Afghanistan,33.0,65.0,Afghanistannan19-03-2020,0.0,0.0,19-03-2020,0.0
,Afghanistan,33.0,65.0,Afghanistannan20-03-2020,2.0,0.0,20-03-2020,0.0
,Afghanistan,33.0,65.0,Afghanistannan21-03-2020,0.0,0.0,21-03-2020,0.0
,Afghanistan,33.0,65.0,Afghanistannan22-03-2020,16.0,1.0,22-03-2020,0.0
,Afghanistan,33.0,65.0,Afghanistannan23-03-2020,0.0,0.0,23-03-2020,0.0
,Afghanistan,33.0,65.0,Afghanistannan24-03-2020,34.0,0.0,24-03-2020,0.0
,Afghanistan,33.0,65.0,Afghanistannan25-03-2020,10.0,1.0,25-03-2020,1.0
,Afghanistan,33.0,65.0,Afghanistannan26-03-2020,10.0,2.0,26-03-2020,0.0
,Afghanistan,33.0,65.0,Afghanistannan27-03-2020,16.0,0.0,27-03-2020,0.0
,Afghanistan,33.0,65.0,Afghanistannan28-03-2020,0.0,0.0,28-03-2020,0.0
,Afghanistan,33.0,65.0,Afghanistannan29-03-2020,10.0,0.0,29-03-2020,0.0
,Afghanistan,33.0,65.0,Afghanistannan30-03-2020,50.0,0.0,30-03-2020,0.0
,Afghanistan,33.0,65.0,Afghanistannan31-03-2020,4.0,0.0,31-03-2020,3.0
,Afghanistan,33.0,65.0,Afghanistannan01-04-2020,63.0,0.0,01-04-2020,0.0
,Albania,41.1533,20.1683,Albanianan23-01-2020,0.0,0.0,23-01-2020,
,Albania,41.1533,20.1683,Albanianan24-01-2020,0.0,0.0,24-01-2020,
,Albania,41.1533,20.1683,Albanianan25-01-2020,0.0,0.0,25-01-2020,0.0
,Albania,41.1533,20.1683,Albanianan26-01-2020,0.0,0.0,26-01-2020,0.0
,Albania,41.1533,20.1683,Albanianan27-01-2020,0.0,0.0,27-01-2020,0.0
,Albania,41.1533,20.1683,Albanianan28-01-2020,0.0,0.0,28-01-2020,0.0
,Albania,41.1533,20.1683,Albanianan29-01-2020,0.0,0.0,29-01-2020,0.0
,Albania,41.1533,20.1683,Albanianan30-01-2020,0.0,0.0,30-01-2020,0.0
,Albania,41.1533,20.1683,Albanianan31-01-2020,0.0,0.0,31-01-2020,0.0
,Albania,41.1533,20.1683,Albanianan01-02-2020,0.0,0.0,01-02-2020,0.0
,Albania,41.1533,20.1683,Albanianan02-02-2020,0.0,0.0,02-02-2020,0.0
,Albania,41.1533,20.1683,Albanianan03-02-2020,0.0,0.0,03-02-2020,0.0
,Albania,41.1533,20.1683,Albanianan04-02-2020,0.0,0.0,04-02-2020,0.0
,Albania,41.1533,20.1683,Albanianan05-02-2020,0.0,0.0,05-02-2020,0.0
,Albania,41.1533,20.1683,Albanianan06-02-2020,0.0,0.0,06-02-2020,0.0
,Albania,41.1533,20.1683,Albanianan07-02-2020,0.0,0.0,07-02-2020,0.0
,Albania,41.1533,20.1683,Albanianan08-02-2020,0.0,0.0,08-02-2020,0.0
,Albania,41.1533,20.1683,Albanianan09-02-2020,0.0,0.0,09-02-2020,0.0
,Albania,41.1533,20.1683,Albanianan10-02-2020,0.0,0.0,10-02-2020,0.0
,Albania,41.1533,20.1683,Albanianan11-02-2020,0.0,0.0,11-02-2020,0.0
,Albania,41.1533,20.1683,Albanianan12-02-2020,0.0,0.0,12-02-2020,0.0
,Albania,41.1533,20.1683,Albanianan13-02-2020,0.0,0.0,13-02-2020,0.0
,Albania,41.1533,20.1683,Albanianan14-02-2020,0.0,0.0,14-02-2020,0.0
,Albania,41.1533,20.1683,Albanianan15-02-2020,0.0,0.0,15-02-2020,0.0
,Albania,41.1533,20.1683,Albanianan16-02-2020,0.0,0.0,16-02-2020,0.0
,Albania,41.1533,20.1683,Albanianan17-02-2020,0.0,0.0,17-02-2020,0.0
,Albania,41.1533,20.1683,Albanianan18-02-2020,0.0,0.0,18-02-2020,0.0
,Albania,41.1533,20.1683,Albanianan19-02-2020,0.0,0.0,19-02-2020,0.0
,Albania,41.1533,20.1683,Albanianan20-02-2020,0.0,0.0,20-02-2020,0.0
,Albania,41.1533,20.1683,Albanianan21-02-2020,0.0,0.0,21-02-2020,0.0
,Albania,41.1533,20.1683,Albanianan22-02-2020,0.0,0.0,22-02-2020,0.0
,Albania,41.1533,20.1683,Albanianan23-02-2020,0.0,0.0,23-02-2020,0.0
,Albania,41.1533,20.1683,Albanianan24-02-2020,0.0,0.0,24-02-2020,0.0
,Albania,41.1533,20.1683,Albanianan25-02-2020,0.0,0.0,25-02-2020,0.0
,Albania,41.1533,20.1683,Albanianan26-02-2020,0.0,0.0,26-02-2020,0.0
,Albania,41.1533,20.1683,Albanianan27-02-2020,0.0,0.0,27-02-2020,0.0
,Albania,41.1533,20.1683,Albanianan28-02-2020,0.0,0.0,28-02-2020,0.0
,Albania,41.1533,20.1683,Albanianan29-02-2020,0.0,0.0,29-02-2020,0.0
,Albania,41.1533,20.1683,Albanianan01-03-2020,0.0,0.0,01-03-2020,0.0
,Albania,41.1533,20.1683,Albanianan02-03-2020,0.0,0.0,02-03-2020,0.0
,Albania,41.1533,20.1683,Albanianan03-03-2020,0.0,0.0,03-03-2020,0.0
,Albania,41.1533,20.1683,Albanianan04-03-2020,0.0,0.0,04-03-2020,0.0
,Albania,41.1533,20.1683,Albanianan05-03-2020,0.0,0.0,05-03-2020,0.0
,Albania,41.1533,20.1683,Albanianan06-03-2020,0.0,0.0,06-03-2020,0.0
,Albania,41.1533,20.1683,Albanianan07-03-2020,0.0,0.0,07-03-2020,0.0
,Albania,41.1533,20.1683,Albanianan08-03-2020,0.0,0.0,08-03-2020,0.0
,Albania,41.1533,20.1683,Albanianan09-03-2020,2.0,0.0,09-03-2020,0.0
,Albania,41.1533,20.1683,Albanianan10-03-2020,8.0,0.0,10-03-2020,0.0
,Albania,41.1533,20.1683,Albanianan11-03-2020,2.0,1.0,11-03-2020,0.0
,Albania,41.1533,20.1683,Albanianan12-03-2020,11.0,0.0,12-03-2020,0.0
,Albania,41.1533,20.1683,Albanianan13-03-2020,10.0,0.0,13-03-2020,0.0
,Albania,41.1533,20.1683,Albanianan14-03-2020,5.0,0.0,14-03-2020,0.0
,Albania,41.1533,20.1683,Albanianan15-03-2020,4.0,0.0,15-03-2020,0.0
,Albania,41.1533,20.1683,Albanianan16-03-2020,9.0,0.0,16-03-2020,0.0
,Albania,41.1533,20.1683,Albanianan17-03-2020,4.0,0.0,17-03-2020,0.0
,Albania,41.1533,20.1683,Albanianan18-03-2020,4.0,1.0,18-03-2020,0.0
,Albania,41.1533,20.1683,Albanianan19-03-2020,5.0,0.0,19-03-2020,0.0
,Albania,41.1533,20.1683,Albanianan20-03-2020,6.0,0.0,20-03-2020,0.0
,Albania,41.1533,20.1683,Albanianan21-03-2020,6.0,0.0,21-03-2020,2.0
,Albania,41.1533,20.1683,Albanianan22-03-2020,13.0,0.0,22-03-2020,0.0
,Albania,41.1533,20.1683,Albanianan23-03-2020,15.0,2.0,23-03-2020,0.0
,Albania,41.1533,20.1683,Albanianan24-03-2020,19.0,1.0,24-03-2020,8.0
,Albania,41.1533,20.1683,Albanianan25-03-2020,23.0,0.0,25-03-2020,7.0
,Albania,41.1533,20.1683,Albanianan26-03-2020,28.0,1.0,26-03-2020,0.0
,Albania,41.1533,20.1683,Albanianan27-03-2020,12.0,2.0,27-03-2020,14.0
,Albania,41.1533,20.1683,Albanianan28-03-2020,11.0,2.0,28-03-2020,0.0
,Albania,41.1533,20.1683,Albanianan29-03-2020,15.0,0.0,29-03-2020,2.0
,Albania,41.1533,20.1683,Albanianan30-03-2020,11.0,1.0,30-03-2020,11.0
,Albania,41.1533,20.1683,Albanianan31-03-2020,20.0,4.0,31-03-2020,8.0
,Albania,41.1533,20.1683,Albanianan01-04-2020,16.0,0.0,01-04-2020,15.0
,Algeria,28.0339,1.6596,Algerianan23-01-2020,0.0,0.0,23-01-2020,
,Algeria,28.0339,1.6596,Algerianan24-01-2020,0.0,0.0,24-01-2020,
,Algeria,28.0339,1.6596,Algerianan25-01-2020,0.0,0.0,25-01-2020,0.0
,Algeria,28.0339,1.6596,Algerianan26-01-2020,0.0,0.0,26-01-2020,0.0
,Algeria,28.0339,1.6596,Algerianan27-01-2020,0.0,0.0,27-01-2020,0.0
,Algeria,28.0339,1.6596,Algerianan28-01-2020,0.0,0.0,28-01-2020,0.0
,Algeria,28.0339,1.6596,Algerianan29-01-2020,0.0,0.0,29-01-2020,0.0
,Algeria,28.0339,1.6596,Algerianan30-01-2020,0.0,0.0,30-01-2020,0.0
,Algeria,28.0339,1.6596,Algerianan31-01-2020,0.0,0.0,31-01-2020,0.0
,Algeria,28.0339,1.6596,Algerianan01-02-2020,0.0,0.0,01-02-2020,0.0
,Algeria,28.0339,1.6596,Algerianan02-02-2020,0.0,0.0,02-02-2020,0.0
,Algeria,28.0339,1.6596,Algerianan03-02-2020,0.0,0.0,03-02-2020,0.0
,Algeria,28.0339,1.6596,Algerianan04-02-2020,0.0,0.0,04-02-2020,0.0
,Algeria,28.0339,1.6596,Algerianan05-02-2020,0.0,0.0,05-02-2020,0.0
,Algeria,28.0339,1.6596,Algerianan06-02-2020,0.0,0.0,06-02-2020,0.0
,Algeria,28.0339,1.6596,Algerianan07-02-2020,0.0,0.0,07-02-2020,0.0
,Algeria,28.0339,1.6596,Algerianan08-02-2020,0.0,0.0,08-02-2020,0.0
,Algeria,28.0339,1.6596,Algerianan09-02-2020,0.0,0.0,09-02-2020,0.0
,Algeria,28.0339,1.6596,Algerianan10-02-2020,0.0,0.0,10-02-2020,0.0
,Algeria,28.0339,1.6596,Algerianan11-02-2020,0.0,0.0,11-02-2020,0.0
,Algeria,28.0339,1.6596,Algerianan12-02-2020,0.0,0.0,12-02-2020,0.0
,Algeria,28.0339,1.6596,Algerianan13-02-2020,0.0,0.0,13-02-2020,0.0
,Algeria,28.0339,1.6596,Algerianan14-02-2020,0.0,0.0,14-02-2020,0.0
,Algeria,28.0339,1.6596,Algerianan15-02-2020,0.0,0.0,15-02-2020,0.0
,Algeria,28.0339,1.6596,Algerianan16-02-2020,0.0,0.0,16-02-2020,0.0
,Algeria,28.0339,1.6596,Algerianan17-02-2020,0.0,0.0,17-02-2020,0.0
,Algeria,28.0339,1.6596,Algerianan18-02-2020,0.0,0.0,18-02-2020,0.0
,Algeria,28.0339,1.6596,Algerianan19-02-2020,0.0,0.0,19-02-2020,0.0
,Algeria,28.0339,1.6596,Algerianan20-02-2020,0.0,0.0,20-02-2020,0.0
,Algeria,28.0339,1.6596,Algerianan21-02-2020,0.0,0.0,21-02-2020,0.0
,Algeria,28.0339,1.6596,Algerianan22-02-2020,0.0,0.0,22-02-2020,0.0
,Algeria,28.0339,1.6596,Algerianan23-02-2020,0.0,0.0,23-02-2020,0.0
,Algeria,28.0339,1.6596,Algerianan24-02-2020,0.0,0.0,24-02-2020,0.0
,Algeria,28.0339,1.6596,Algerianan25-02-2020,1.0,0.0,25-02-2020,0.0
,Algeria,28.0339,1.6596,Algerianan26-02-2020,0.0,0.0,26-02-2020,0.0
,Algeria,28.0339,1.6596,Algerianan27-02-2020,0.0,0.0,27-02-2020,0.0
,Algeria,28.0339,1.6596,Algerianan28-02-2020,0.0,0.0,28-02-2020,0.0
,Algeria,28.0339,1.6596,Algerianan29-02-2020,0.0,0.0,29-02-2020,0.0
,Algeria,28.0339,1.6596,Algerianan01-03-2020,0.0,0.0,01-03-2020,0.0
,Algeria,28.0339,1.6596,Algerianan02-03-2020,2.0,0.0,02-03-2020,0.0
,Algeria,28.0339,1.6596,Algerianan03-03-2020,2.0,0.0,03-03-2020,0.0
,Algeria,28.0339,1.6596,Algerianan04-03-2020,7.0,0.0,04-03-2020,0.0
,Algeria,28.0339,1.6596,Algerianan05-03-2020,0.0,0.0,05-03-2020,0.0
,Algeria,28.0339,1.6596,Algerianan06-03-2020,5.0,0.0,06-03-2020,0.0
,Algeria,28.0339,1.6596,Algerianan07-03-2020,0.0,0.0,07-03-2020,0.0
,Algeria,28.0339,1.6596,Algerianan08-03-2020,2.0,0.0,08-03-2020,0.0
,Algeria,28.0339,1.6596,Algerianan09-03-2020,1.0,0.0,09-03-2020,0.0
,Algeria,28.0339,1.6596,Algerianan10-03-2020,0.0,0.0,10-03-2020,0.0
,Algeria,28.0339,1.6596,Algerianan11-03-2020,0.0,0.0,11-03-2020,0.0
,Algeria,28.0339,1.6596,Algerianan12-03-2020,4.0,1.0,12-03-2020,8.0
,Algeria,28.0339,1.6596,Algerianan13-03-2020,2.0,1.0,13-03-2020,0.0
,Algeria,28.0339,1.6596,Algerianan14-03-2020,11.0,1.0,14-03-2020,4.0
,Algeria,28.0339,1.6596,Algerianan15-03-2020,11.0,1.0,15-03-2020,0.0
,Algeria,28.0339,1.6596,Algerianan16-03-2020,6.0,0.0,16-03-2020,0.0
,Algeria,28.0339,1.6596,Algerianan17-03-2020,6.0,0.0,17-03-2020,0.0
,Algeria,28.0339,1.6596,Algerianan18-03-2020,14.0,3.0,18-03-2020,0.0
,Algeria,28.0339,1.6596,Algerianan19-03-2020,13.0,2.0,19-03-2020,20.0
,Algeria,28.0339,1.6596,Algerianan20-03-2020,3.0,2.0,20-03-2020,0.0
,Algeria,28.0339,1.6596,Algerianan21-03-2020,49.0,4.0,21-03-2020,0.0
,Algeria,28.0339,1.6596,Algerianan22-03-2020,62.0,2.0,22-03-2020,33.0
,Algeria,28.0339,1.6596,Algerianan23-03-2020,29.0,0.0,23-03-2020,0.0
,Algeria,28.0339,1.6596,Algerianan24-03-2020,34.0,2.0,24-03-2020,-41.0
,Algeria,28.0339,1.6596,Algerianan25-03-2020,38.0,2.0,25-03-2020,41.0
,Algeria,28.0339,1.6596,Algerianan26-03-2020,65.0,4.0,26-03-2020,-36.0
,Algeria,28.0339,1.6596,Algerianan27-03-2020,42.0,1.0,27-03-2020,0.0
,Algeria,28.0339,1.6596,Algerianan28-03-2020,45.0,3.0,28-03-2020,2.0
,Algeria,28.0339,1.6596,Algerianan29-03-2020,57.0,2.0,29-03-2020,0.0
,Algeria,28.0339,1.6596,Algerianan30-03-2020,73.0,4.0,30-03-2020,6.0
,Algeria,28.0339,1.6596,Algerianan31-03-2020,132.0,9.0,31-03-2020,9.0
,Algeria,28.0339,1.6596,Algerianan01-04-2020,131.0,14.0,01-04-2020,15.0
,Andorra,42.5063,1.5218,Andorranan23-01-2020,0.0,0.0,23-01-2020,
,Andorra,42.5063,1.5218,Andorranan24-01-2020,0.0,0.0,24-01-2020,
,Andorra,42.5063,1.5218,Andorranan25-01-2020,0.0,0.0,25-01-2020,0.0
,Andorra,42.5063,1.5218,Andorranan26-01-2020,0.0,0.0,26-01-2020,0.0
,Andorra,42.5063,1.5218,Andorranan27-01-2020,0.0,0.0,27-01-2020,0.0
,Andorra,42.5063,1.5218,Andorranan28-01-2020,0.0,0.0,28-01-2020,0.0
,Andorra,42.5063,1.5218,Andorranan29-01-2020,0.0,0.0,29-01-2020,0.0
,Andorra,42.5063,1.5218,Andorranan30-01-2020,0.0,0.0,30-01-2020,0.0
,Andorra,42.5063,1.5218,Andorranan31-01-2020,0.0,0.0,31-01-2020,0.0
,Andorra,42.5063,1.5218,Andorranan01-02-2020,0.0,0.0,01-02-2020,0.0
,Andorra,42.5063,1.5218,Andorranan02-02-2020,0.0,0.0,02-02-2020,0.0
,Andorra,42.5063,1.5218,Andorranan03-02-2020,0.0,0.0,03-02-2020,0.0
,Andorra,42.5063,1.5218,Andorranan04-02-2020,0.0,0.0,04-02-2020,0.0
,Andorra,42.5063,1.5218,Andorranan05-02-2020,0.0,0.0,05-02-2020,0.0
,Andorra,42.5063,1.5218,Andorranan06-02-2020,0.0,0.0,06-02-2020,0.0
,Andorra,42.5063,1.5218,Andorranan07-02-2020,0.0,0.0,07-02-2020,0.0
,Andorra,42.5063,1.5218,Andorranan08-02-2020,0.0,0.0,08-02-2020,0.0
,Andorra,42.5063,1.5218,Andorranan09-02-2020,0.0,0.0,09-02-2020,0.0
,Andorra,42.5063,1.5218,Andorranan10-02-2020,0.0,0.0,10-02-2020,0.0
,Andorra,42.5063,1.5218,Andorranan11-02-2020,0.0,0.0,11-02-2020,0.0
,Andorra,42.5063,1.5218,Andorranan12-02-2020,0.0,0.0,12-02-2020,0.0
,Andorra,42.5063,1.5218,Andorranan13-02-2020,0.0,0.0,13-02-2020,0.0
,Andorra,42.5063,1.5218,Andorranan14-02-2020,0.0,0.0,14-02-2020,0.0
,Andorra,42.5063,1.5218,Andorranan15-02-2020,0.0,0.0,15-02-2020,0.0
,Andorra,42.5063,1.5218,Andorranan16-02-2020,0.0,0.0,16-02-2020,0.0
,Andorra,42.5063,1.5218,Andorranan17-02-2020,0.0,0.0,17-02-2020,0.0
,Andorra,42.5063,1.5218,Andorranan18-02-2020,0.0,0.0,18-02-2020,0.0
,Andorra,42.5063,1.5218,Andorranan19-02-2020,0.0,0.0,19-02-2020,0.0
,Andorra,42.5063,1.5218,Andorranan20-02-2020,0.0,0.0,20-02-2020,0.0
,Andorra,42.5063,1.5218,Andorranan21-02-2020,0.0,0.0,21-02-2020,0.0
,Andorra,42.5063,1.5218,Andorranan22-02-2020,0.0,0.0,22-02-2020,0.0
,Andorra,42.5063,1.5218,Andorranan23-02-2020,0.0,0.0,23-02-2020,0.0
,Andorra,42.5063,1.5218,Andorranan24-02-2020,0.0,0.0,24-02-2020,0.0
,Andorra,42.5063,1.5218,Andorranan25-02-2020,0.0,0.0,25-02-2020,0.0
,Andorra,42.5063,1.5218,Andorranan26-02-2020,0.0,0.0,26-02-2020,0.0
,Andorra,42.5063,1.5218,Andorranan27-02-2020,0.0,0.0,27-02-2020,0.0
,Andorra,42.5063,1.5218,Andorranan28-02-2020,0.0,0.0,28-02-2020,0.0
,Andorra,42.5063,1.5218,Andorranan29-02-2020,0.0,0.0,29-02-2020,0.0
,Andorra,42.5063,1.5218,Andorranan01-03-2020,0.0,0.0,01-03-2020,0.0
,Andorra,42.5063,1.5218,Andorranan02-03-2020,1.0,0.0,02-03-2020,0.0
,Andorra,42.5063,1.5218,Andorranan03-03-2020,0.0,0.0,03-03-2020,0.0
,Andorra,42.5063,1.5218,Andorranan04-03-2020,0.0,0.0,04-03-2020,0.0
,Andorra,42.5063,1.5218,Andorranan05-03-2020,0.0,0.0,05-03-2020,0.0
,Andorra,42.5063,1.5218,Andorranan06-03-2020,0.0,0.0,06-03-2020,0.0
,Andorra,42.5063,1.5218,Andorranan07-03-2020,0.0,0.0,07-03-2020,0.0
,Andorra,42.5063,1.5218,Andorranan08-03-2020,0.0,0.0,08-03-2020,0.0
,Andorra,42.5063,1.5218,Andorranan09-03-2020,0.0,0.0,09-03-2020,0.0
,Andorra,42.5063,1.5218,Andorranan10-03-2020,0.0,0.0,10-03-2020,0.0
,Andorra,42.5063,1.5218,Andorranan11-03-2020,0.0,0.0,11-03-2020,0.0
,Andorra,42.5063,1.5218,Andorranan12-03-2020,0.0,0.0,12-03-2020,1.0
,Andorra,42.5063,1.5218,Andorranan13-03-2020,0.0,0.0,13-03-2020,-1.0
,Andorra,42.5063,1.5218,Andorranan14-03-2020,0.0,0.0,14-03-2020,1.0
,Andorra,42.5063,1.5218,Andorranan15-03-2020,0.0,0.0,15-03-2020,0.0
,Andorra,42.5063,1.5218,Andorranan16-03-2020,1.0,0.0,16-03-2020,0.0
,Andorra,42.5063,1.5218,Andorranan17-03-2020,37.0,0.0,17-03-2020,0.0
,Andorra,42.5063,1.5218,Andorranan18-03-2020,0.0,0.0,18-03-2020,0.0
,Andorra,42.5063,1.5218,Andorranan19-03-2020,14.0,0.0,19-03-2020,0.0
,Andorra,42.5063,1.5218,Andorranan20-03-2020,22.0,0.0,20-03-2020,0.0
,Andorra,42.5063,1.5218,Andorranan21-03-2020,13.0,0.0,21-03-2020,0.0
,Andorra,42.5063,1.5218,Andorranan22-03-2020,25.0,1.0,22-03-2020,0.0
,Andorra,42.5063,1.5218,Andorranan23-03-2020,20.0,0.0,23-03-2020,0.0
,Andorra,42.5063,1.5218,Andorranan24-03-2020,31.0,0.0,24-03-2020,0.0
,Andorra,42.5063,1.5218,Andorranan25-03-2020,24.0,0.0,25-03-2020,0.0
,Andorra,42.5063,1.5218,Andorranan26-03-2020,36.0,2.0,26-03-2020,0.0
,Andorra,42.5063,1.5218,Andorranan27-03-2020,43.0,0.0,27-03-2020,0.0
,Andorra,42.5063,1.5218,Andorranan28-03-2020,41.0,0.0,28-03-2020,0.0
,Andorra,42.5063,1.5218,Andorranan29-03-2020,26.0,3.0,29-03-2020,0.0
,Andorra,42.5063,1.5218,Andorranan30-03-2020,36.0,2.0,30-03-2020,9.0
,Andorra,42.5063,1.5218,Andorranan31-03-2020,6.0,4.0,31-03-2020,0.0
,Andorra,42.5063,1.5218,Andorranan01-04-2020,14.0,2.0,01-04-2020,0.0
,Angola,-11.2027,17.8739,Angolanan23-01-2020,0.0,0.0,23-01-2020,
,Angola,-11.2027,17.8739,Angolanan24-01-2020,0.0,0.0,24-01-2020,
,Angola,-11.2027,17.8739,Angolanan25-01-2020,0.0,0.0,25-01-2020,0.0
,Angola,-11.2027,17.8739,Angolanan26-01-2020,0.0,0.0,26-01-2020,0.0
,Angola,-11.2027,17.8739,Angolanan27-01-2020,0.0,0.0,27-01-2020,0.0
,Angola,-11.2027,17.8739,Angolanan28-01-2020,0.0,0.0,28-01-2020,0.0
,Angola,-11.2027,17.8739,Angolanan29-01-2020,0.0,0.0,29-01-2020,0.0
,Angola,-11.2027,17.8739,Angolanan30-01-2020,0.0,0.0,30-01-2020,0.0
,Angola,-11.2027,17.8739,Angolanan31-01-2020,0.0,0.0,31-01-2020,0.0
,Angola,-11.2027,17.8739,Angolanan01-02-2020,0.0,0.0,01-02-2020,0.0
,Angola,-11.2027,17.8739,Angolanan02-02-2020,0.0,0.0,02-02-2020,0.0
,Angola,-11.2027,17.8739,Angolanan03-02-2020,0.0,0.0,03-02-2020,0.0
,Angola,-11.2027,17.8739,Angolanan04-02-2020,0.0,0.0,04-02-2020,0.0
,Angola,-11.2027,17.8739,Angolanan05-02-2020,0.0,0.0,05-02-2020,0.0
,Angola,-11.2027,17.8739,Angolanan06-02-2020,0.0,0.0,06-02-2020,0.0
